Source,Category,Num_Devices,Devices
D2,D2_only,17,Amazon Echo Gen1_Mon(uk)|Amazon Echo Gen1_Mon(us)|Amazon Echo Gen1_Our|Amazon Echo Gen1_YT|Amazon Echo Gen2_IoTLS|Amazon Echo Gen2_Mon(uk)|Amazon Echo Gen2_Mon(us)|Amazon Echo Gen3_Mon(uk)|Amazon Echo Gen3_Mon(us)|Amazon Echodot3a_IoTLS|Amazon Fire TV_IoTLS|Amazon Fire TV_Mon(uk)|Amazon Fire TV_Mon(us)|Amazon Fire TV_YT|Amazon T-echodot_IoTLS|Cloud Camera_Mon(us)|Samsung Dryer_IoTLS
D2,D2_only,17,Allure Speaker_Mon(uk)|Amazon Echo Gen1_Mon(uk)|Amazon Echo Gen1_Mon(us)|Amazon Echo Gen1_Our|Amazon Echo Gen1_Our2|Amazon Echo Gen2_Mon(uk)|Amazon Echo Gen2_Mon(us)|Amazon Echo Gen3_IoTLS|Amazon Echo Gen3_Mon(uk)|Amazon Echo Gen3_Mon(us)|Amazon Echodot3a_IoTLS|Amazon Fire TV_IoTLS|Amazon Fire TV_Mon(uk)|Amazon Fire TV_Mon(us)|Amazon Fire TV_YT|Cloud Camera_Mon(us)|Samsung Smart TV_YT
D2,D1&D2\D3,14,Allure Speaker_Mon(uk)|Amazon Echo Gen1_Mon(uk)|Amazon Echo Gen1_Mon(us)|Amazon Echo Gen1_Our2|Amazon Echo Gen1_YT|Amazon Echo Gen2_IoTLS|Amazon Echo Gen2_Mon(uk)|Amazon Echo Gen2_Mon(us)|Amazon Echo Gen3_IoTLS|Amazon Echo Gen3_Mon(uk)|Amazon Echo Gen3_Mon(us)|Amazon Fire TV_IoTLS|Amazon Fire TV_Mon(us)|Samsung Dryer_IoTLS
D2,D1&D2\D3,13,Amazon Echo Gen1_Mon(uk)|Amazon Echo Gen1_Mon(us)|Amazon Echo Gen2_IoTLS|Amazon Echo Gen2_Mon(uk)|Amazon Echo Gen2_Mon(us)|Amazon Echo Gen3_IoTLS|Amazon Echo Gen3_Mon(uk)|Amazon Echo Gen3_Mon(us)|Amazon Fire TV_Mon(uk)|Amazon Fire TV_Mon(us)|Amazon Fire TV_YT|Amazon T-echodot_IoTLS|Samsung Dryer_IoTLS
D2,D1&D2\D3,12,Amazon Echo Gen1_Mon(uk)|Amazon Echo Gen1_Mon(us)|Amazon Echo Gen1_Our|Amazon Echo Gen2_IoTLS|Amazon Echo Gen2_Mon(uk)|Amazon Echo Gen2_Mon(us)|Amazon Echo Gen3_IoTLS|Amazon Echo Gen3_Mon(uk)|Amazon Echo Gen3_Mon(us)|Amazon Echodot3a_IoTLS|Amazon T-echodot_IoTLS|Samsung Dryer_IoTLS
D2,D2_only,9,Amazon Fire TV_YT|Google Home Mini3_IoTLS|Google Home Mini_Mon(uk)|Google Home Mini_Mon(us)|Google Home Mini_YT|Google Home_Mon(uk)|Google Home_YT|Nest Guard_YT|nVidia Shield_YT
D2,D2_only,8,Amazon Fire TV_Mon(us)|LG Smart TV_Mon(us)|Roku TV_Mon(uk)|Roku TV_Mon(us)|Roku TV_YT|Roku4_YT|Samsung Smart TV_YT|nVidia Shield_YT
D2,D1&D2\D3,8,Google Home Mini_Mon(uk)|Google Home Mini_Mon(us)|Google Home Mini_YT|Google Home_Mon(uk)|Google Home_YT|Samsung Smart TV_Mon(us)|Samsung Smart TV_YT|nVidia Shield_YT
D2,D1&D2\D3,8,Google Home Mini3_IoTLS|Google Home Mini_Mon(uk)|Google Home Mini_Mon(us)|Google Home Mini_YT|Google Home_Mon(uk)|Google Home_YT|Samsung Smart TV_YT|nVidia Shield_YT
D2,D1&D2\D3,7,Google Home Mini3_IoTLS|Google Home Mini_Mon(uk)|Google Home Mini_Mon(us)|Google Home Mini_YT|Google Home_Mon(uk)|Google Home_YT|nVidia Shield_YT
D2,D2_only,7,Amazon Echo Gen1_Our2|Amazon Echo Gen2_Mon(uk)|Amazon Echo Gen3_Mon(us)|Amazon Fire TV_Mon(uk)|Amazon Fire TV_Mon(us)|Amazon Fire TV_YT|Cloud Camera_Mon(us)
D2,D1&D2\D3,7,Amazon Fire TV_Mon(us)|LG Smart TV_Mon(us)|Roku TV_Mon(uk)|Roku TV_Mon(us)|Roku TV_YT|Roku4_YT|Samsung Smart TV_YT
D2,D1&D2\D3,7,Amazon Echo Gen1_UNSW|Amazon Echo Gen1_YT|Amazon Echo Gen2_IoTLS|Amazon Echo Gen2_Mon(us)|Amazon Fire TV_YT|Amazon T-echodot_IoTLS|Samsung Dryer_IoTLS
D2,D1&D2\D3,7,Amazon Echo Gen3_IoTLS|Amazon Echo Gen3_Mon(uk)|Amazon Fire TV_Mon(uk)|Amazon Fire TV_Mon(us)|Amazon Fire TV_YT|LG Smart TV_Mon(us)|Samsung Smart TV_YT
D2,D1&D2\D3,6,Amazon Fire TV_Mon(us)|LG Smart TV_Mon(us)|Roku TV_Mon(uk)|Roku TV_Mon(us)|Roku TV_YT|Samsung Smart TV_YT
D2,D2_only,6,Amazon Echo Gen1_YT|Amazon Echo Gen2_Mon(uk)|Amazon Echo Gen3_Mon(us)|Amazon Fire TV_Mon(us)|Amazon Fire TV_YT|Cloud Camera_Mon(us)
D2,D2_only,6,Apple Home Pod_YT|Apple TV(4thGen)_YT|Apple TV_Mon(uk)|Apple TV_Mon(us)|Apple home Pod_IoTLS|Govee Sensor_IoTLifeCycle
D2,D2_only,6,August Doorbell Camera_YT|D-Link Sensor_IoT-Sentinel|D-Link Siren_IoT-Sentinel|D-Link Switch_IoT-Sentinel|D-Link Water Sensor_IoT-Sentinel|Samsung Smart TV_YT
D2,D1&D2\D3,5,Google Home Mini3_IoTLS|Google Home Mini_Mon(uk)|Google Home Mini_Mon(us)|Google Home_Mon(uk)|nVidia Shield_YT
D2,D1&D2\D3,5,Roku TV_Mon(uk)|Roku TV_Mon(us)|Roku TV_YT|Roku4_YT|Samsung Smart TV_YT
D2,D1&D2\D3,5,LG Smart TV_Mon(us)|Roku TV_Mon(us)|Roku TV_YT|Roku4_YT|Samsung Smart TV_YT
D2,D1&D2\D3,5,Amazon Echo Gen1_Our2|Amazon Echo Gen2_IoTLS|Amazon Echo Gen2_Mon(us)|Amazon T-echodot_IoTLS|Samsung Dryer_IoTLS
D2,D1&D2\D3,5,Google Home Mini_Mon(us)|Google Home Mini_YT|Google Home_YT|Samsung Smart TV_Mon(us)|Samsung Smart TV_YT
D2,D1&D2\D3,5,Amazon Echo Gen1_Our|Roku TV_Mon(us)|Roku TV_YT|Roku4_YT|Samsung Smart TV_YT
D2,D2_only,5,Lenovo Camera_IoTLifeCycle|Pisen Camera_IoTLifeCycle|Tenda Camera_IoTLifeCycle|Xiaobai Camera_IoTLifeCycle|Xiaopai Camera_IoTLifeCycle
D2,D2_only,5,Xiaobai Doorbell_IoTLifeCycle|Xiaobai Y2camera_IoTLifeCycle|Xiaomao Camera_IoTLifeCycle|Xiaomi Camera_IoTLifeCycle|xiaobaismart_camera_IoTLifeCycle
D2,D1&D2\D3,5,Amazon Echo Gen3_Mon(uk)|Amazon Echo Gen3_Mon(us)|Bose Sound Touch10_YT|Roku TV_YT|Roku4_YT
D2,D1&D2\D3,4,Roku TV_Mon(us)|Roku TV_YT|Roku4_YT|Samsung Smart TV_YT
D2,D1&D2\D3,4,Google Home Mini_Mon(uk)|Google Home Mini_YT|Google Home_YT|nVidia Shield_YT
D2,D2_only,4,Apple Home Pod_YT|Apple TV(4thGen)_YT|Apple home Pod_IoTLS|Govee Sensor_IoTLifeCycle
D2,D2_only,4,Apple Home Pod_YT|Apple TV(4thGen)_YT|Apple TV_Mon(uk)|Govee Sensor_IoTLifeCycle
D2,D2_only,4,Apple TV(4thGen)_YT|Apple TV_Mon(uk)|Apple TV_Mon(us)|Govee Sensor_IoTLifeCycle
D2,D2_only,4,Pisen Camera_IoTLifeCycle|Tenda Camera_IoTLifeCycle|Xiaobai Camera_IoTLifeCycle|Xiaopai Camera_IoTLifeCycle
D2,D1&D2\D3,4,Amazon Echo Gen3_Mon(uk)|Amazon Echo Gen3_Mon(us)|Amazon Fire TV_YT|Samsung Smart TV_YT
D2,D2_only,4,Bull Plug_IoTLifeCycle|Xiaobai Camera_IoTLifeCycle|Xiaopai Camera_IoTLifeCycle|deebot_cleaner_IoTLifeCycle
D2,D1&D2\D3,4,Dalen Light_IoTLifeCycle|Huawei Sound_IoTLifeCycle|Huaweizhengtai Plug_IoTLifeCycle|Xiaotun Camera_IoTLifeCycle
D2,D1&D2\D3,4,Smartmi Humidifier_IoTLifeCycle|Xiaomi Camera_Mon(uk)|Xiaomi Strip_Mon(us)|xiaobaismart_camera_IoTLifeCycle
D2,D1&D2\D3,3,Roku TV_YT|Roku4_YT|Samsung Smart TV_YT
D2,D2_only,3,Apple Home Pod_YT|Apple TV(4thGen)_YT|Govee Sensor_IoTLifeCycle
D2,D2_only,3,Tenda Camera_IoTLifeCycle|Xiaobai Camera_IoTLifeCycle|Xiaopai Camera_IoTLifeCycle
D2,D2_only,3,Bull Plug_IoTLifeCycle|Xiaobai Camera_IoTLifeCycle|Xiaopai Camera_IoTLifeCycle
D2,D1&D2\D3,3,Samsung Smart TV_Mon(us)|Samsung Smart TV_YT|nVidia Shield_YT
D2,D2&D3\D1,3,Konka Camera_IoTLifeCycle|Pisen Camera_IoTLifeCycle|Qiaoan Camera_IoTLifeCycle
D2,D2&D3\D1,3,Xiaomao Camera_IoTLifeCycle|Xiaomi Camera3_IoTLifeCycle|xiaomitv_speaker_IoTLifeCycle
D2,D1&D2\D3,3,LG Smart TV_Mon(us)|Samsung Smart TV_Mon(uk)|Samsung Smart TV_YT
D2,D1&D2\D3,3,Amazon Echo Gen1_YT|Google Home Mini_YT|Google Home_YT
D2,D1&D2&D3,3,Canary_YT|Nest CamIQ_YT|Nest Guard_YT
D2,D2_only,3,Lenovo Camera_IoTLifeCycle|Midea Speaker_IoTLifeCycle|Xiaodu Clock_IoTLifeCycle
D2,D1&D2&D3,3,Roku TV_IoTLS|Yi Camera_IoTLS|Yi Camera_Mon(us)
D2,D2&D3\D1,3,Xiaojingyu Clock_IoTLifeCycle|Xiaomi Sound_IoTLifeCycle|Xiaomi Speaker_IoTLifeCycle
D2,D1&D2\D3,2,Roku TV_Mon(us)|Samsung Smart TV_YT
D2,D2&D3\D1,2,Lecheng Camera_IoTLifeCycle|huawei_tv_IoTLifeCycle
D2,D1&D2\D3,2,Google Home Mini3_IoTLS|nVidia Shield_YT
D2,D1&D2\D3,2,LG Smart TV_Mon(us)|Roku TV_Mon(us)
D2,D1&D2\D3,2,Amazon Fire TV_Mon(us)|Roku TV_Mon(uk)
D2,D2_only,2,Apple Home Pod_YT|Govee Sensor_IoTLifeCycle
D2,D1&D2\D3,2,Amazon Fire TV_Mon(uk)|Samsung Smart TV_YT
D2,D1&D2\D3,2,Dalen Light_IoTLifeCycle|Xiaotun Camera_IoTLifeCycle
D2,D2&D3\D1,2,Konka Camera_IoTLifeCycle|Qiaoan Camera_IoTLifeCycle
D2,D2_only,2,Xiaobai Doorbell_IoTLifeCycle|Xiaomao Camera_IoTLifeCycle
D2,D1&D2\D3,2,Google Home_YT|Nest CamIQ_YT
D2,D1&D2&D3,2,Harmon Kardon Invoke_YT|Sonos_YT
D2,D1&D2\D3,2,Philips Light_IoTLifeCycle|Wiz Light_IoTLifeCycle
D2,D2_only,2,Tianmao Speaker_IoTLifeCycle|midea_mirror_IoTLifeCycle
D2,D1&D2\D3,2,Xiaobai Camera_IoTLifeCycle|Xiaomi Camera_Mon(uk)
D2,D2_only,2,Xiaodu Clock_IoTLifeCycle|xiaomitv_speaker_IoTLifeCycle
D3,D3_only,9,Aqara Camera_IoTLifeCycle|Aqara Plug_IoTLifeCycle|Luohe Spycamera_Mon(us)|Sonoff Camera_IoTLifeCycle|Xiaobai Y2camera_IoTLifeCycle|Xiaomao Camera_IoTLifeCycle|Xiaomi Camera3_IoTLifeCycle|Xiaomi Camera_IoTLifeCycle|xiaomitv_speaker_IoTLifeCycle
D3,D3_only,7,Aqara Camera_IoTLifeCycle|Aqara Plug_IoTLifeCycle|Xiaobai Y2camera_IoTLifeCycle|Xiaomao Camera_IoTLifeCycle|Xiaomi Camera_IoTLifeCycle|qianniao_camera_IoTLifeCycle|xiaomitv_speaker_IoTLifeCycle
D3,D3_only,5,Xiaojingyu Clock_IoTLifeCycle|Xiaomi Sound_IoTLifeCycle|Xiaomi Speaker_IoTLifeCycle|huawei_tv_IoTLifeCycle|xiaomitv_speaker_IoTLifeCycle
D3,D1&D3\D2,4,Bose Sound Touch10_YT|Roku4_YT|Samsung Smart TV_YT|Sonos_YT
D3,D1&D3\D2,4,Canary_YT|Nest CamIQ_YT|Nest Guard_YT|Samsung Smart TV_YT
D3,D1&D2&D3,4,Amazon Echo Gen2_IoTLS|Amazon Echo Gen3_IoTLS|Amazon Fire TV_IoTLS|Samsung Dryer_IoTLS
D3,D3_only,4,Apple Home Pod_YT|Apple TV(4thGen)_YT|Roku TV_YT|Samsung Smart TV_YT
D3,D1&D3\D2,4,Google Home Mini_YT|Google Home_YT|Roku TV_YT|Samsung Smart TV_YT
D3,D1&D3\D2,4,Canary_YT|Google Home Mini_YT|Google Home_YT|nVidia Shield_YT
D3,D1&D3\D2,4,Aqara Camera_IoTLifeCycle|Xiaobai Y2camera_IoTLifeCycle|Xiaomi Camera_IoTLifeCycle|xiaomitv_speaker_IoTLifeCycle
D3,D1&D2&D3,3,Google Home Mini_YT|Google Home_YT|nVidia Shield_YT
D3,D1&D3\D2,3,Canary_YT|Roku TV_YT|Samsung Smart TV_YT
D3,D3_only,3,Lecheng Camera_IoTLifeCycle|Xiaomi Sound_IoTLifeCycle|huawei_tv_IoTLifeCycle
D3,D1&D2&D3,3,Amazon Echo Gen2_IoTLS|Amazon Echo Gen3_IoTLS|Samsung Dryer_IoTLS
D3,D1&D2&D3,2,Amazon Fire TV_YT|Samsung Smart TV_YT
D3,D1&D2&D3,2,Google Home_YT|Samsung Smart TV_YT
D3,D1&D2&D3,2,LG Smart TV_Mon(us)|Roku TV_Mon(uk)
D3,D1&D2&D3,2,Amazon Echo Gen2_IoTLS|Samsung Dryer_IoTLS
D3,D1&D2&D3,2,Google Home Mini_YT|nVidia Shield_YT
D3,D1&D2&D3,2,Roku TV_YT|Samsung Smart TV_YT
D3,D3_only,4,Amazon Echo Gen1_Our|Google Home_Mon(uk)|LG Smart TV_Our2|Withings Smart Baby Monitor_UNSW
D3,D1&D3\D2,3,Nest Tstat_IoTLS|Roku TV_IoTLS|Samsung Dryer_IoTLS
D3,D1&D3\D2,3,LG Smart TV_IoTLS|Nest Tstat_IoTLS|Roku TV_IoTLS
D3,D1&D3\D2,3,Amazon Echo Gen3_Mon(us)|Nest Tstat_Mon(uk)|Nest Tstat_Mon(us)
D3,D1&D3\D2,3,Xiaomi Camera_Mon(uk)|Xiaomi Strip_Mon(us)|Yi Camera_Mon(uk)
D3,D1&D3\D2,3,Amazon Echo Gen1_Our|LG Smart TV_Our|LG Smart TV_Our2
D3,D3_only,2,Amazon Echo Gen1_UNSW|Insteon Camera_UNSW
D3,D3_only,2,huawei_tv_IoTLifeCycle|xiaomitv_speaker_IoTLifeCycle
D3,D1&D3\D2,2,Google Home_YT|NetgearArlo Camera_YT
D3,D1&D3\D2,2,Amazon Echo Gen1_Our|LG Smart TV_Our
D3,D1&D3\D2,2,Amazon Echo Gen1_Our|LG Smart TV_Our2
D3,D1&D3\D2,2,Shuixing Camera_IoTLifeCycle|TP-Link Doorbell_IoTLifeCycle
D3,D1&D3\D2,2,Amazon Echo Gen3_Mon(uk)|Nest Tstat_Mon(uk)
D3,D3_only,2,Xiaomi Speaker_IoTLifeCycle|huawei_tv_IoTLifeCycle
D3,D3_only,5,Sonoff Camera_IoTLifeCycle|Xiaobai Y2camera_IoTLifeCycle|Xiaomi Camera3_IoTLifeCycle|Xiaomi Camera_IoTLifeCycle|qianniao_camera_IoTLifeCycle
D3,D2&D3\D1,5,Amazon Echo Gen1_Mon(us)|Amazon Echo Gen2_Mon(us)|Amazon Echo Gen3_Mon(us)|Amazon Fire TV_Mon(us)|Cloud Camera_Mon(us)
D3,D3_only,4,Roku TV_IoTLS|Yi Camera_IoTLS|Yi Camera_Mon(us)|Yibang Camera_IoTLifeCycle
D3,D3_only,4,Xiaobai Y2camera_IoTLifeCycle|Xiaomao Camera_IoTLifeCycle|Xiaomi Camera_IoTLifeCycle|qianniao_camera_IoTLifeCycle
D3,D3_only,4,Konka Camera_IoTLifeCycle|Lenovo Camera_IoTLifeCycle|Pisen Camera_IoTLifeCycle|Qiaoan Camera_IoTLifeCycle
D3,D2&D3\D1,3,Amazon Echo Gen1_Mon(us)|Amazon Fire TV_Mon(us)|Cloud Camera_Mon(us)
D3,D2&D3\D1,3,Konka Camera_IoTLifeCycle|Pisen Camera_IoTLifeCycle|Qiaoan Camera_IoTLifeCycle
D3,D2&D3\D1,3,Amazon Echo Gen3_Mon(us)|Amazon Fire TV_Mon(us)|Cloud Camera_Mon(us)
D3,D2&D3\D1,2,Amazon Echo Gen1_Mon(us)|Cloud Camera_Mon(us)
D3,D2&D3\D1,2,Amazon Fire TV_YT|nVidia Shield_YT
D3,D2&D3\D1,2,Amazon Fire TV_Mon(us)|Cloud Camera_Mon(us)
D3,D1&D2&D3,2,Roku TV_IoTLS|Yi Camera_IoTLS
D3,D1&D2&D3,2,Harmon Kardon Invoke_YT|Sonos_YT
D3,D2&D3\D1,2,August Doorbell Camera_YT|Samsung Smart TV_YT
D3,D2&D3\D1,2,Tenda Camera_IoTLifeCycle|Xiaobai Camera_IoTLifeCycle
D3,D2&D3\D1,2,Amazon Echo Gen3_Mon(us)|Cloud Camera_Mon(us)
D3,D2&D3\D1,2,Lenovo Camera_IoTLifeCycle|Midea Speaker_IoTLifeCycle
D3,D2&D3\D1,2,Lecheng Camera_IoTLifeCycle|huawei_tv_IoTLifeCycle
D3,D1&D2&D3,2,Samsung Smart TV_YT|nVidia Shield_YT
D3,D1&D2&D3,2,Xiaobai Y2camera_IoTLifeCycle|Xiaomi Camera_IoTLifeCycle
D3,D2&D3\D1,2,Konka Camera_IoTLifeCycle|Qiaoan Camera_IoTLifeCycle
D3,D1&D2&D3,2,Huawei Sound_IoTLifeCycle|Xiaotun Camera_IoTLifeCycle
D3,D3_only,4,Apple home Pod_IoTLS|Samsung Dryer_Mon(us)|Samsung Washer_Mon(us)|Sansung Fridge_Mon(us)
D3,D1&D3\D2,3,Hongyar Plug_IoTLifeCycle|Tuya Plug_IoTLifeCycle|Tuya Sensor_IoTLifeCycle
D3,D1&D3\D2,3,Amazon Fire TV_YT|Apple Home Pod_YT|Apple TV(4thGen)_YT
D3,D3_only,3,Belkin WeMo Motion Sensor_YT|Belkin WeMo Switch_YT|nVidia Shield_YT
D3,D3_only,2,Cubetoou Camera_IoTLifeCycle|Honorxiaotun Camera_IoTLifeCycle
D3,D3_only,2,Bosiwo Camera Wired_Mon(uk)|Lefun Camera Wired_Mon(us)
D3,D1&D3\D2,2,Apple TV(4thGen)_YT|Samsung Smart TV_YT
D3,D1&D3\D2,2,Hongyar Plug_IoTLifeCycle|Tuya Plug_IoTLifeCycle
D3,D1&D3\D2,2,Bose Sound Touch10_YT|Samsung Smart TV_YT
D3,D3_only,3,Hongyar Plug_IoTLifeCycle|Smartlife Remote_IoTLS|Tuya Sensor_IoTLifeCycle
D3,D1&D3\D2,2,Nest CamIQ_YT|Roku TV_YT
D3,D3_only,2,Apple home Pod_IoTLS|Huawei Sound_IoTLifeCycle
D3,D1&D3\D2,2,Roku TV_YT|Sonos_YT
D3,D1&D3\D2,2,Ring Doorbell_Mon(uk)|Triby Speaker_UNSW
D3,D3_only,2,Smartlife Bulb_IoTLS|Tuya Plug_IoTLifeCycle
D3,D1&D3\D2,2,Canary_YT|Logitech Logi Circle_YT
D3,D3_only,2,360 Camera_IoTLifeCycle|Xiaojingyu Clock_IoTLifeCycle
D3,D3_only,2,Logitech Logi Circle_YT|Piper NV_YT
D3,D3_only,2,Insteon Camera_UNSW|Samsung Smart TV_Mon(uk)
D3,D3_only,2,August Doorbell Camera_YT|Withings Home_YT
D3,D3_only,2,Insteon Camera_UNSW|Midea Speaker_IoTLifeCycle
D3,D3_only,2,Xiaobai Doorbell_IoTLifeCycle|duonisi_feeder_IoTLifeCycle
D3,D1&D3\D2,2,Google Home Mini_YT|Yi Camera_Mon(uk)
D3,D3_only,2,Midea Speaker_IoTLifeCycle|Zte Camera_IoTLifeCycle
D3,D3_only,2,Flux Bulb_Mon(us)|Smart WiFi Plug01_Our2
